model,idx,question,answer,contexts_preview,ground_truth_preview,manual_relevancy,notes
base_vietnamese_bi_encoder,15,"Nếu một điều luật mới quy định về việc xóa án tích theo hướng bất lợi hơn, liệu nó có được áp dụng cho tội phạm đã thực hiện trước đó không?","Không. Theo đoạn 2 của ngữ cảnh, điều luật quy định về việc xóa án tích không có lợi cho người phạm tội thì không được áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực thi hành.","Pháp luật nước ta hiện nay quy định chỉ các văn bản quy phạm pháp luật do các cơ quan trung ương ban hành mới được quy định hồi tố và mục đích quy định hồi tố nhằm đảm bảo lợi í... || Điều luật quy định một tội phạm mới, một hình phạt nặng hơn, một tình tiết tăng nặng mới hoặc hạn chế phạm vi áp dụng án treo, miễn trách nhiệm hình sự, loại trừ trách nhiệm hìn... || Điều luật xóa bỏ một tội phạm, một hình phạt, một tình tiết tăng nặng, quy định một hình phạt nhẹ hơn, một tình tiết giảm nhẹ mới hoặc mở rộng phạm vi áp dụng án treo, miễn trác... || ... (+2 đoạn)","Điều luật quy định một tội phạm mới, một hình phạt nặng hơn, một tình tiết tăng nặng mới hoặc hạn chế phạm vi áp dụng án treo, miễn trách nhiệm hình sự, loại trừ trách nhiệm hình sự, miễn hình phạt, giảm hình phạt, xóa án tích và quy định khác không có lợi cho người phạm tội, thì không được áp dụng đối với hành vi phạm tội đã thực hiện trước khi điều luật đó có hiệu lực thi hành.",1.0,
base_vietnamese_bi_encoder,16,Việc xác định các giai đoạn thực hiện tội phạm có ý nghĩa gì đối với công tác xét xử và định tội danh?,"Dựa trên ngữ cảnh được cung cấp, việc xác định các giai đoạn thực hiện tội phạm có ý nghĩa là: * Làm cơ sở cho việc xác định phạm vi và mức độ trách nhiệm hình sự. * Làm cơ sở cho việc xác định hình phạt.","Các giai đoạn thực hiện tội phạm Các giai đoạn thực hiện tội phạm là các bước của quá trình thực hiện tội phạm với lỗi cố ý, được phân biệt với nhau bởi các dấu hiệu, biển hiện ... || Điều luật xóa bỏ một tội phạm, một hình phạt, một tình tiết tăng nặng, quy định một hình phạt nhẹ hơn, một tình tiết giảm nhẹ mới hoặc mở rộng phạm vi áp dụng án treo, miễn trác... || 2014) đều khẳng định Tòa án “là cơ quan xét xử của nước CHXHCN Việt Nam” và “nhân danh nước CHXHCN Việt Nam xét xử các vụ án hình sự”. Thông qua hoạt động xét xử, Tòa án xác địn... || ... (+2 đoạn)","Các giai đoạn thực hiện tội phạm Các giai đoạn thực hiện tội phạm là các bước của quá trình thực hiện tội phạm với lỗi cố ý, được phân biệt với nhau bởi các dấu hiệu, biển hiện nhằm đánh giá sự diễn biến mức độ thực hiện ý định phạm tội, làm cơ sở cho việc xác định phạm vi và mức độ trách nhiệm hình sự và hình phạt. Quá trình thực hiện tội phạm có ba giai đoạn: giai đoạn chuẩn bị phạm tội, giai...",1.0,
base_vietnamese_bi_encoder,17,"Người có chức vụ, quyền hạn có trách nhiệm gì đối với tài sản của mình theo quy định của pháp luật?","Theo ngữ cảnh được cung cấp, người có chức vụ, quyền hạn có trách nhiệm kê khai tài sản theo quy định của pháp luật và chịu trách nhiệm về tính chính xác, trung thực của việc kê khai đó.","- Người có chức vụ, quyền hạn có trách nhiệm: + Thực hiện nhiệm vụ, công vụ đúng quy định của pháp luật; + Gương mẫu, liêm khiết; chấp hành nghiêm chỉnh quy định của pháp luật v... || - Hạn chế năng lực hành vi dân sự: Người nghiện ma túy, nghiện các chất kích thích khác dẫn đến phá tán tài sản của gia đình thì theo yêu cầu của người có quyền, lợi ích liên qu... || ” Quyền sử dụng tài sản có thể được thực hiện bởi chủ sở hữu nhưng cũng có thể chuyển giao cho người khác theo thỏa thuận hoặc theo quy định của pháp luật. Chủ sở hữu được sử dụ... || ... (+2 đoạn)","- Người có chức vụ, quyền hạn có trách nhiệm: + Thực hiện nhiệm vụ, công vụ đúng quy định của pháp luật; + Gương mẫu, liêm khiết; chấp hành nghiêm chỉnh quy định của pháp luật về phòng, chống tham nhũng, quy tắc ứng xử, quy tắc đạo đức nghề nghiệp; + Kê khai tài sản theo quy định của pháp luật và chịu trách nhiệm về tính chính xác, trung thực của việc kê khai đó. Đối với các cơ quan thanh tra, ...",1.0,
base_vietnamese_bi_encoder,18,Hệ quả pháp lý đối với một bên trong quan hệ dân sự khi không thực hiện hoặc thực hiện không đúng nghĩa vụ đã cam kết là gì?,"Hệ quả pháp lý là bên đó phải chịu trách nhiệm dân sự, đóng vai trò như một chế tài nhằm hướng các bên phải nghiêm chỉnh thực hiện nghĩa vụ và tự chịu trách nhiệm về việc không thực hiện hoặc thực hiện không đúng nghĩa vụ của mình.","Vì vậy, việc quy định trách nhiệm dân sự đối với các bên sẽ tạo ra một chế tài áp dụng nhằm hướng các bên trong quan hệ dân sự phải nghiêm chỉnh thực hiện nghĩa vụ dân sự của mì... || Khái niệm về sự kiện pháp lý Một quan hệ xã hội chỉ có thể trở thành quan hệ pháp luật khi quan hệ này có các quy phạm pháp luật điều chỉnh và các bên tham gia quan hệ là những ... || Tuy nhiên trên thực tế, không phải mọi chủ thể của quan hệ pháp luật cũng đều có thể chủ động trực tiếp tham gia quan hệ pháp luật và tự mình thực hiện các quyền và nghĩa vụ mà ... || ... (+2 đoạn)","Chủ biên TS. Trần Thành Thọ Trong quan hệ dân sự, việc hòa giải giữa các bên phù hợp với quy định của pháp luật được khuyến khích. Không bên nào được dùng vũ lực hoặc đe dọa dùng vũ lực khi tham gia quan hệ dân sự và giải quyết các tranh chấp dân sự. Nội dung này đã trở thành nguyên tắc được quy định tại Điều 7 BLDS năm 2015. - Quy định trách nhiệm dân sự cho các bên. Phần lớn trong các quan hệ...",1.0,
base_vietnamese_bi_encoder,19,Hình phạt cải tạo không giam giữ được áp dụng trong khoảng thời gian bao lâu theo Điều 36 BLHS 2015?,"Theo Điều 36 BLHS 2015, hình phạt cải tạo không giam giữ được áp dụng từ 06 tháng đến 03 năm.","2015 quy định; + Người phạm tội rất nghiêm trọng xâm phạm trật tự quản lý kinh tế, môi trường, trật tự công cộng, an toàn công cộng và một số tội phạm khác do BLHS 2015 quy định... || Hình phạt này chỉ áp dụng đối với người phạm tội đặc biệt nghiêm trọng thuộc một trong nhóm các tội xâm phạm an ninh quốc gia, xâm phạm tính mạng con người, các tội phạm về ma t... || Điều này được thể hiện rõ trong nội dung của khái niệm về hình phạt được quy định tại Điều 30, BLHS 2015: “Hình phạt... do Tòa án quyết định áp dụng đối với người hoặc pháp nhân... || ... (+2 đoạn)","2015 quy định; + Người phạm tội rất nghiêm trọng xâm phạm trật tự quản lý kinh tế, môi trường, trật tự công cộng, an toàn công cộng và một số tội phạm khác do BLHS 2015 quy định. Mức tiền phạt được quyết định căn cứ vào tính chất và mức độ nguy hiểm của tội phạm, đồng thời có xét đến tình hình tài sản của người phạm tội, sự biến động của giá cả, nhưng không được thấp hơn 1.000.000 đồng. Cải tạo...",1.0,
base_vietnamese_bi_encoder,20,Việc đảm bảo bình đẳng về địa vị pháp lý trong Luật Dân sự có ý nghĩa gì đối với các chủ thể tham gia?,"Dựa trên ngữ cảnh được cung cấp, việc đảm bảo bình đẳng về địa vị pháp lý trong Luật Dân sự là cơ sở để các chủ thể tham gia vào các quan hệ dân sự với tư cách độc lập, đồng thời xác định các chuẩn mực pháp lý cho cách ứng xử, quyền và nghĩa vụ của họ về nhân thân và tài sản.","Điều này được thể hiện sâu sắc tại các Điều 58, 59, 60 và 61 Hiến pháp năm 2013, trong đó nhấn mạnh sự nghiệp bảo vệ, chăm sóc sức khỏe cho nhân dân, các chính sách ưu đãi đối v... || Pháp luật chứa đựng, thể hiện ý chí và bảo vệ lợi ích của tuyệt đại Chủ biên TS. Trần Thành Thọ đa số nhân dân trong xã hội. 26 Đồng thời, cũng là công cụ hiệu quả để nhà nước t... || ĐỐI TƯỢNG VÀ PHƯƠNG PHÁP ĐIỀU CHỈNH CỦA LUẬT DÂN SỰ Luật Dân sự là một ngành luật độc lập trong hệ thống pháp luật Việt Nam, tổng hợp các quy phạm pháp luật quy định địa vị pháp... || ... (+2 đoạn)","Phương pháp điều chỉnh của Luật Dân sự Phương pháp điều chỉnh của Luật Dân sự là cách thức, biện pháp mà nhà nước tác động đến quan hệ tài sản và quan hệ nhân thân làm cho các quan hệ này phát sinh, thay đổi, chấm dứt theo ý chí của nhà nước phù hợp với lợi ích của Nhà nước, xã hội và cá nhân. Mỗi ngành luật điều chỉnh những nhóm quan hệ xã hội khác nhau, vì vậy phương pháp nhà nước sử dụng để ...",1.0,
base_vietnamese_bi_encoder,21,Tại sao không thể xác định năng lực hành vi của một chủ thể nếu chủ thể đó không có năng lực pháp luật?,"Vì nếu không có năng lực pháp luật, chủ thể đó không có khả năng tham gia quan hệ pháp luật để trở thành một bên của quan hệ đó.","Cụ thể là: Nếu chủ thể chỉ có năng lực pháp luật mà không có năng lực hành vi thì không thể tự mình thực hiện được các quyền và nghĩa vụ mà nhà nước đã thừa nhận, không thể tham... || Năng lực chủ thể của pháp nhân Cũng như chủ thể là cá nhân, pháp nhân tham gia vào các quan hệ pháp luật phải có đủ năng lực chủ thể. Tuy nhiên, khác với năng lực chủ thể của cá... || Chủ biên TS. Trần Thành Thọ Trên thực tế vẫn có những hành vi trái pháp luật được thực hiện do những điều kiện và hoàn cảnh khách quan, như trường hợp bất khả kháng hay sự kiện ... || ... (+2 đoạn)","Cụ thể là: Nếu chủ thể chỉ có năng lực pháp luật mà không có năng lực hành vi thì không thể tự mình thực hiện được các quyền và nghĩa vụ mà nhà nước đã thừa nhận, không thể tham gia tích cực vào các quan hệ pháp luật bằng chính hành vi của mình. Mặt khác, không thể xác định năng lực hành vi của chủ thể khi chủ thể này không có năng lực pháp luật, tức là nếu không có năng lực pháp luật thì không...",1.0,
base_vietnamese_bi_encoder,22,Tại sao việc chỉ dựa vào tài sản thu hồi được để đánh giá lợi ích của hành vi tham nhũng là chưa đầy đủ?,"Việc chỉ dựa vào tài sản thu hồi được để đánh giá lợi ích của hành vi tham nhũng là chưa đầy đủ vì: - Lợi ích mà chủ thể tham nhũng đạt được rất đa dạng, bao gồm cả lợi ích vật chất và phi vật chất. - Lợi ích vật chất và phi vật chất thường đan xen, khó phân biệt rạch ròi. - Hậu quả vật chất không phải là dấu hiệu bắt buộc trong mọi trường hợp của hành vi tham nhũng.","Lợi ích vật chất hoặc phi vật chất mà chủ thể tham nhũng đạt được rất đa dạng. Nếu chỉ dựa vào tài sản phát hiện được hoặc thu hồi được để đánh giá lợi ích mà chủ thể thực hiện ... || Nhiều vụ tham nhũng lớn, nghiêm trọng đã bị phát hiện và xử lý với giá trị tài sản bị thiệt hại, bị thất thoát do tham nhũng lên tới hàng chục, hàng trăm, thậm chí là hàng ngàn ... || Một người có chức vụ, quyền hạn lợi dụng chức vụ, quyền hạn nhưng không nhằm mục đích vụ lợi thì hành vi đó có thể cấu thành hành vi vi phạm pháp luật khác mà không phải là tham... || ... (+2 đoạn)","Lợi ích vật chất hoặc phi vật chất mà chủ thể tham nhũng đạt được rất đa dạng. Nếu chỉ dựa vào tài sản phát hiện được hoặc thu hồi được để đánh giá lợi ích mà chủ thể thực hiện hành vi tham nhũng đạt được thì sẽ không đầy đủ. Hơn thế nữa, lợi ích vật chất và lợi ích phi vật chất nhiều lúc đan xen rất khó phân biệt rạch ròi nên đối với hành vi tham nhũng, hậu quả vật chất không phải trường hợp n...",1.0,
base_vietnamese_bi_encoder,23,"So với hình phạt, các biện pháp tư pháp trong Luật Hình sự Việt Nam có đặc điểm gì về mức độ nghiêm khắc?","So với hình phạt, các biện pháp tư pháp trong Luật Hình sự Việt Nam được xem là những biện pháp cưỡng chế ít nghiêm khắc hơn.","Các biện pháp tư pháp trong Luật Hình sự Việt Nam Các biện pháp tư pháp được quy định trong Bộ luật Hình sự bao gồm những biện pháp cưỡng chế của nhà nước được các cơ quan tiến ... || Bên cạnh những nội dung pháp lý cơ bản đó, Luật Hình sự còn quy định các nội dung liên quan đến cơ sở và điều kiện của trách nhiệm hình sự cũng như các chế định pháp luật hình s... || Chỉ pháp nhân thương mại nào phạm một tội đã được quy định tại Điều 76 của Bộ luật này mới phải chịu trách nhiệm hình sự”. Đối với các cơ quan nhà nước (các cơ quan tư pháp hình... || ... (+2 đoạn)",Các biện pháp tư pháp trong Luật Hình sự Việt Nam Các biện pháp tư pháp được quy định trong Bộ luật Hình sự bao gồm những biện pháp cưỡng chế của nhà nước được các cơ quan tiến hành tố tụng áp dụng đối với chủ thể phạm tội hoặc người thực hiện hành vi nguy hiểm cho xã hội nhằm ngăn ngừa họ tiếp tục phạm tội hoặc gây nguy hiểm cho xã hội và giáo dục họ trở thành những công dân có ích cho xã hội....,1.0,
base_vietnamese_bi_encoder,24,Việc sở hữu năng lực hành vi mang lại ý nghĩa gì cho các chủ thể trong quan hệ pháp luật?,"Việc sở hữu năng lực hành vi cho phép các chủ thể chủ động tham gia vào các quan hệ pháp luật, tự mình xác lập và thực hiện các quyền và nghĩa vụ pháp lý trên thực tế bằng chính hành vi của mình.","Khả năng này được xác định trên 2 phương diện: Năng lực pháp luật và năng lực hành vi. Năng lực pháp luật: là khả năng của cá nhân hoặc tổ chức được nhà nước thừa nhận theo đó h... || Chủ thể của quan hệ pháp luật hành chính Chủ thể của quan hệ pháp luật hành chính là các cơ quan, tổ chức, cá nhân có năng lực chủ thể tham gia vào quan hệ pháp luật hành chính,... || Tuy nhiên trên thực tế, không phải mọi chủ thể của quan hệ pháp luật cũng đều có thể chủ động trực tiếp tham gia quan hệ pháp luật và tự mình thực hiện các quyền và nghĩa vụ mà ... || ... (+2 đoạn)",Khả năng này được xác định trên 2 phương diện: Năng lực pháp luật và năng lực hành vi. Năng lực pháp luật: là khả năng của cá nhân hoặc tổ chức được nhà nước thừa nhận theo đó họ có thể tham gia quan hệ pháp luật để được hưởng quyền hoặc phải mang nghĩa vụ pháp lý nhất định. Năng lực hành vi: là khả năng của cá nhân hoặc tổ chức được nhà nước thừa nhận theo đó các chủ thể này được tham gia vào ...,1.0,
base_vietnamese_bi_encoder,25,"Theo Điều 646 Bộ luật Dân sự 2015, di tặng được định nghĩa như thế nào?","Theo Điều 646 Bộ luật Dân sự 2015, di tặng là việc người lập di chúc dành một phần di sản để tặng cho người khác.","Di tặng Điều 646, BLDS 2015 quy định: “Di tặng là việc người lập di chúc dành một phần di sản để tặng cho người khác”. Theo quy định của pháp luật, việc di tặng phải được ghi rõ... || Chẳng hạn, trong di chúc người lập di chúc không thể định đoạt vật mà Nhà nước cấm lưu thông, định đoạt tài sản cho những tổ chức phản động, đưa ra những điều kiện trái pháp luậ... || Những người không được hưởng di sản Trong thực tế có một số trường hợp cá biệt người thừa kế đã vi phạm nghiêm trọng nghĩa vụ của mình, có những hành vi trái pháp luật hoặc trái... || ... (+2 đoạn)","Di tặng Điều 646, BLDS 2015 quy định: “Di tặng là việc người lập di chúc dành một phần di sản để tặng cho người khác”. Theo quy định của pháp luật, việc di tặng phải được ghi rõ trong di chúc, nếu không ghi rõ thì sẽ được hiểu là thừa kế theo di chúc. Người được di tặng không phải thực hiện nghĩa vụ tài sản đối với phần được di tặng, trừ trường hợp toàn bộ di sản không đủ để thanh toán nghĩa vụ...",1.0,
base_vietnamese_bi_encoder,26,"Việc công khai, minh bạch trong hoạt động của cơ quan nhà nước có tác động như thế nào đến ý thức thực thi công vụ của cán bộ, công chức?","Việc công khai, minh bạch giúp cán bộ, công chức nhà nước có ý thức hơn trong việc thực hiện chức trách, công vụ theo đúng trình tự, thủ tục và thẩm quyền pháp luật quy định. Điều này xuất phát từ việc mọi hành vi vi phạm, phiền hà, sách nhiễu hoặc lợi dụng chức trách để tư lợi đều có thể dễ dàng bị phát hiện và xử lý.","Công khai, minh bạch trong hoạt động của cơ quan, tổ chức, đơn vị Đây là biện pháp quan trọng để ngăn ngừa tham nhũng. Công khai, minh bạch sẽ tạo điều kiện để người dân cũng nh... || Cơ quan, tổ chức, đơn vị có trách nhiệm hướng dẫn trình tự, thủ tục giải quyết công việc để cơ quan, tổ chức, đơn vị, cá nhân chủ động thực hiện mà không phải trực tiếp tiếp xúc... || Pháp luật do chính nhà nước ban hành và bảo đảm thực hiện nên nó phải mang tính quyền lực nhà nước, cụ thể: - Hoạt động áp dụng pháp luật do những chủ thể có thẩm quyền tiến hàn... || ... (+2 đoạn)","Công khai, minh bạch trong hoạt động của cơ quan, tổ chức, đơn vị Đây là biện pháp quan trọng để ngăn ngừa tham nhũng. Công khai, minh bạch sẽ tạo điều kiện để người dân cũng như toàn xã hội tham gia giám sát hoạt động của các cơ quan nhà nước. Với việc công khai minh bạch trong hoạt động tại các cơ quan nhà nước, người dân sẽ dễ dàng nhận biết được các quy trình làm việc, các thủ tục giấy tờ c...",1.0,
base_vietnamese_bi_encoder,27,Yếu tố nào quyết định việc một sự kiện thực tế được thừa nhận là sự kiện pháp lý?,Việc thừa nhận một sự kiện thực tế là sự kiện pháp lý phụ thuộc vào ý chí nhà nước và các điều kiện khách quan khác của đời sống kinh tế - xã hội.,"Tuy nhiên, những sự kiện pháp lý phải là những sự kiện thực tế đã được pháp luật ghi nhận có giá trị về mặt pháp lý đối với sự xuất hiện, thay đổi hoặc chấm dứt của các quan hệ ... || Khái niệm về sự kiện pháp lý Một quan hệ xã hội chỉ có thể trở thành quan hệ pháp luật khi quan hệ này có các quy phạm pháp luật điều chỉnh và các bên tham gia quan hệ là những ... || Phân loại sự kiện pháp lý Tùy thuộc vào cách phân loại, sự kiện pháp lý có thể bao gồm nhiều loại khác nhau. Cụ thể: * Căn cứ vào tiêu chuẩn ý chí, sự kiện pháp lý được phân thà... || ... (+2 đoạn)","Tuy nhiên, những sự kiện pháp lý phải là những sự kiện thực tế đã được pháp luật ghi nhận có giá trị về mặt pháp lý đối với sự xuất hiện, thay đổi hoặc chấm dứt của các quan hệ pháp luật. Việc thừa nhận hay không những sự kiện thực tế nào đó là sự kiện pháp lý, vì vậy sẽ phụ thuộc vào ý chí nhà nước và các điều kiện khách quan khác của đời sống kinh tế xã hội.",1.0,
base_vietnamese_bi_encoder,28,Hậu quả pháp lý về quyền và nghĩa vụ của các bên khi giao dịch dân sự bị vô hiệu là gì?,"Khi giao dịch dân sự vô hiệu, hậu quả pháp lý đối với các bên như sau: - Không làm phát sinh, thay đổi, chấm dứt quyền, nghĩa vụ dân sự của các bên kể từ thời điểm giao dịch được xác lập. - Các bên phải khôi phục lại tình trạng ban đầu, hoàn trả cho nhau những gì đã nhận (nếu không thể hoàn trả bằng hiện vật thì phải trị giá thành tiền). - Bên ngay tình trong việc thu hoa lợi, lợi tức không phải hoàn trả lại hoa lợi, lợi tức đó. - Bên có lỗi làm giao dịch vô hiệu gây thiệt hại cho bên kia thì phải bồi thường thiệt hại.","131 Bộ luật Dân sự, cụ thể như sau: - Giao dịch dân sự vô hiệu không làm phát sinh, thay đổi, chấm dứt quyền, nghĩa vụ dân sự của các bên kể từ thời điểm giao dịch được xác lập.... || Giao dịch dân sự vô hiệu Giao dịch dân sự vô hiệu là giao dịch vi phạm một trong các điều kiện có hiệu lực của giao dịch dân sự. Giao dịch dân sự vô hiệu có thể là vô hiệu toàn ... || Chẳng hạn, cưỡng chế trưng thu, trưng mua một số tài sản, phương tiện cần thiết cho quốc phòng, an ninh, cứu nạn... Thứ ba: Khi quyền và nghĩa vụ pháp lý của chủ thể không mặc n... || ... (+2 đoạn)","131 Bộ luật Dân sự, cụ thể như sau: - Giao dịch dân sự vô hiệu không làm phát sinh, thay đổi, chấm dứt quyền, nghĩa vụ dân sự của các bên kể từ thời điểm giao dịch được xác lập. - Khi giao dịch dân sự vô hiệu thì các bên khôi phục lại tình trạng ban đầu, hoàn trả cho nhau những gì đã nhận. Trường hợp không thể hoàn trả được bằng hiện vật thì trị giá thành tiền để hoàn trả. - Bên ngay tình trong...",1.0,
base_vietnamese_bi_encoder,29,"Theo quy định tại Khoản 2 Điều 352 Bộ luật Hình sự, người có chức vụ được định nghĩa như thế nào?","Theo Khoản 2 Điều 352 Bộ luật Hình sự năm 2015 (sửa đổi, bổ sung năm 2017), người có chức vụ là người do bổ nhiệm, do bầu cử, do hợp đồng hoặc do một hình thức khác, có hưởng lương hoặc không hưởng lương, được giao thực hiện một nhiệm vụ nhất định và có quyền hạn nhất định trong khi thực hiện công vụ, nhiệm vụ.","Các dấu hiệu pháp lý cơ bản của tham nhũng Với cách hiểu về tham nhũng như đã nêu trên và theo các quy định hiện hành của pháp luật Việt Nam, tham nhũng có những dấu hiệu đặc tr... || Khái niệm về tội phạm Khoản 1 Điều 8 Bộ luật Hình sự 2015 định nghĩa về Tội phạm như sau: “Tội phạm là hành vi nguy hiểm cho xã hội được quy định trong Bộ luật Hình sự, do người... || Nguyên tắc dân chủ Trong Luật Hình sự, nguyên tắc dân chủ có nội dung được thể hiện như sau: + Luật Hình sự bảo vệ và tôn trọng các quyền dân chủ của công dân trong tất cả các m... || ... (+2 đoạn)","Các dấu hiệu pháp lý cơ bản của tham nhũng Với cách hiểu về tham nhũng như đã nêu trên và theo các quy định hiện hành của pháp luật Việt Nam, tham nhũng có những dấu hiệu đặc trưng cơ bản sau: - Thứ nhất: chủ thể tham nhũng là người có chức vụ, quyền hạn. Khoản 2 Điều 352 Bộ luật Hình sự năm 2015 được sửa đổi, bổ sung năm 2017 đã xác định: “Người có chức vụ là người do bổ nhiệm, do bầu cử, do h...",1.0,
base_vietnamese_bi_encoder,30,Tại sao việc chuyển đổi vị trí công tác có thể gây ảnh hưởng đến chất lượng công việc của đơn vị?,"Việc chuyển đổi vị trí công tác có thể gây ảnh hưởng đến chất lượng công việc vì cần có thời gian để bàn giao, tiếp nhận và làm quen với công việc mới.","Việc chuyển đổi vị trí công tác phải theo kế hoạch và được công khai trong nội bộ cơ quan, tổ chức, đơn vị và chỉ áp dụng đối với cán bộ, công chức, viên chức không giữ chức vụ ... || * Lợi dụng chức vụ, quyền hạn gây ảnh hưởng với người khác để trục lợi: Lợi dụng chức vụ, quyền hạn gây ảnh hưởng với người khác để trục lợi là hành vi của người có chức vụ, quy... || Vì vậy, việc quy định trách nhiệm dân sự đối với các bên sẽ tạo ra một chế tài áp dụng nhằm hướng các bên trong quan hệ dân sự phải nghiêm chỉnh thực hiện nghĩa vụ dân sự của mì... || ... (+2 đoạn)","Việc chuyển đổi vị trí công tác phải theo kế hoạch và được công khai trong nội bộ cơ quan, tổ chức, đơn vị và chỉ áp dụng đối với cán bộ, công chức, viên chức không giữ chức vụ quản lý. Tuy vậy, biện pháp này chưa thực sự phát huy được hiệu quả, thậm chí ở một số đơn vị, cơ quan, tổ chức có thể tác dụng ngược. Nhiều cán bộ, công chức, viên chức vì mong muốn được chuyển đến vị trí có lợi có thể ...",1.0,
